"International Name";"Name of NCA";"Home Country";"Identification code";"LEI";"Official name of the entity";"Cross border status";"EU Country where the entity operates";"Local/Commercial name";"Registration start date";"Registration end date";"Street Name";"Street Number";"Post Code";"City";"County";"Website address";"Operation Start Date";"Operation End Date";
"Sopockie Towarzystwo Ubezpieczeń ERGO Hestia Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"16";"259400GGL5VECMUS2X04";"Sopockie Towarzystwo Ubezpieczeń ERGO Hestia Spółka Akcyjna";"EEA FPS";"CZ";"Sopockie Towarzystwo Ubezpieczeń ERGO Hestia Spółka Akcyjna";"13/03/2006 00:00:00";"";"ul. Hestii";"1";"81-731";"Sopot";"PL";"www.ergohestia.pl";"";"";
"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"11";"259400IBCICD0KY7ZW46";"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"EEA FPS";"SK";"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"16/08/2006 00:00:00";"";"ul. Inflancka";"4B";"00-189";"Warszawa";"PL";"www.allianz.pl";"";"";
"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"11";"259400IBCICD0KY7ZW46";"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"EEA FPS";"LV";"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"16/08/2006 00:00:00";"";"ul. Inflancka";"4B";"00-189";"Warszawa";"PL";"www.allianz.pl";"";"";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"CZ";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"11";"259400IBCICD0KY7ZW46";"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"EEA FPS";"LT";"Towarzystwo Ubezpieczeń Allianz Życie Polska Spółka Akcyjna";"16/08/2006 00:00:00";"";"ul. Inflancka";"4B";"00-189";"Warszawa";"PL";"www.allianz.pl";"";"";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"DE";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"SK";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"EE";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"LV";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"LT";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"18";"259400WV4XF5OZV6N231";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"EEA FPS";"HU";"UNIQA Towarzystwo Ubezpieczeń Spółka Akcyjna (zamknięta)";"31/08/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"Komisja Nadzoru Finansowego (KNF)";"PL";"22";"2594005LQ77Y1YH2JZ49";"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"EEA FPS";"DE";"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"01/04/2015 00:00:00";"30/06/2024 00:00:00";"ul. Wołoska";"22 A";"02-675";"Warszawa";"PL";"www.wiener.pl";"";"30/06/2024 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"CZ";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"Komisja Nadzoru Finansowego (KNF)";"PL";"22";"2594005LQ77Y1YH2JZ49";"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"EEA FPS";"DK";"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"01/07/2014 00:00:00";"01/01/2019 00:00:00";"ul. Wołoska";"22A";"02-675";"Warszawa";"PL";"www.wiener.pl";"";"01/01/2019 00:00:00";
"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"Komisja Nadzoru Finansowego (KNF)";"PL";"22";"2594005LQ77Y1YH2JZ49";"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"EEA FPS";"FR";"Wiener Towarzystwo Ubezpieczeń Spółka Akcyjna Vienna Insurance Group";"18/12/2014 00:00:00";"30/06/2024 00:00:00";"ul. Wołoska";"22 A";"02-675";"Warszawa";"PL";"www.wiener.pl";"";"30/06/2024 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"EE";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"LT";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"SK";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"HU";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"DE";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"Komisja Nadzoru Finansowego (KNF)";"PL";"26";"259400JPZG18Z3V8R922";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"EEA FPS";"LV";"UNIQA Towarzystwo Ubezpieczeń na Życie Spółka Akcyjna (zamknięta)";"01/09/2006 00:00:00";"09/04/2021 00:00:00";"ul. Gdańska";"132";"90-520";"Łódź";"PL";"www.uniqa.pl";"";"09/04/2021 00:00:00";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"BE";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"BG";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"CZ";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"CY";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"AT";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"DK";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"ES";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"EE";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"FR";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"FI";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"DE";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"MT";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"IE";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"LU";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"NL";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"SE";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"RO";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"SK";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"PT";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"SI";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"28";"549300TNSHGVU2UXO005";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"EEA FPS";"IT";"Powszechny Zakład Ubezpieczeń na Życie Spółka Akcyjna";"08/02/2009 00:00:00";"";"Rondo Ignacego Daszyńskiego";"4";"00-843";"Warszawa";"PL";"www.pzu.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"EE";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"IE";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"NL";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"FI";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"MT";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"LT";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"FR";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"LI";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"01/06/2006 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"IS";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"01/06/2006 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"DE";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"08/09/2005 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"Komisja Nadzoru Finansowego (KNF)";"PL";"29";"529900H4WZAK60DYKH87";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"EEA FPS";"NO";"Towarzystwo Ubezpieczeń i Reasekuracji WARTA Spółka Akcyjna";"01/06/2006 00:00:00";"";"Rondo Ignacego Daszyńskiego";"1";"00-843";"Warszawa";"PL";"www.warta.pl";"";"";
